8,Private,16,HS-grad,2,Separated,Machine-op-inspct,Not-in-family,White,Male,10,5,7,United-States,less
2,Private,1,HS-grad,2,Never-married,Farming-fishing,Not-in-family,White,Male,5,5,5,United-States,less
2,Private,20,Some-college,4,Married-civ-spouse,Sales,Husband,White,Male,8,8,6,United-States,less
8,Private,20,HS-grad,3,Married-civ-spouse,Sales,Husband,White,Male,8,8,8,United-States,less
4,Private,12,HS-grad,2,Divorced,Adm-clerical,Own-child,White,Female,4,4,4,United-States,less
6,Private,14,Assoc-acdm,5,Married-civ-spouse,Sales,Husband,White,Male,5,5,5,United-States,less
2,Private,1,Some-college,4,Never-married,Transport-moving,Not-in-family,White,Male,10,7,6,United-States,less
3,Self-emp-not-inc,7,HS-grad,3,Married-civ-spouse,Transport-moving,Husband,White,Male,8,8,8,United-States,less
8,Private,13,HS-grad,2,Never-married,Craft-repair,Not-in-family,Black,Male,6,5,5,United-States,less
9,Self-emp-not-inc,20,1st-4th,1,Widowed,Other-service,Unmarried,White,Female,1,1,2,El-Salvador,less
7,Private,9,HS-grad,3,Divorced,Sales,Unmarried,White,Female,9,8,2,United-States,less
3,Private,18,Some-college,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,4,4,7,United-States,less
7,Private,3,10th,1,Divorced,Craft-repair,Not-in-family,White,Male,2,2,3,United-States,less
4,Private,16,HS-grad,2,Separated,Prof-specialty,Other-relative,Black,Female,5,5,5,United-States,less
1,Private,3,Some-college,4,Never-married,Other-service,Own-child,White,Female,9,9,1,United-States,less
8,Self-emp-not-inc,16,HS-grad,2,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,2,2,9,United-States,less
8,Private,2,HS-grad,3,Divorced,Handlers-cleaners,Not-in-family,White,Male,10,7,6,United-States,less
2,Private,1,HS-grad,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,4,3,9,England,less
3,Private,7,HS-grad,2,Never-married,Handlers-cleaners,Own-child,White,Male,2,2,3,United-States,less
4,Self-emp-inc,3,Some-college,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,1,9,United-States,less
4,Private,20,12th,1,Never-married,Protective-serv,Own-child,Black,Male,6,6,5,United-States,less
9,Private,13,HS-grad,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4,3,1,United-States,less
1,Private,18,Some-college,3,Never-married,Other-service,Not-in-family,White,Female,1,1,1,United-States,less
1,Private,8,Assoc-acdm,5,Never-married,Exec-managerial,Not-in-family,White,Female,2,2,8,United-States,less
6,Self-emp-not-inc,2,HS-grad,2,Married-civ-spouse,Craft-repair,Husband,White,Male,10,2,3,United-States,less
8,Private,16,7th-8th,1,Widowed,Machine-op-inspct,Unmarried,Other,Female,2,2,3,Dominican-Republic,less
9,State-gov,19,Bachelors,5,Divorced,Prof-specialty,Not-in-family,White,Female,2,9,3,United-States,less
2,Private,15,Some-college,4,Never-married,Other-service,Own-child,White,Male,2,2,1,United-States,less
2,Private,5,Bachelors,6,Never-married,Adm-clerical,Own-child,White,Female,6,5,5,United-States,less
3,Private,9,Some-college,4,Never-married,Exec-managerial,Not-in-family,White,Female,5,5,8,United-States,less
2,Private,20,Assoc-acdm,5,Never-married,Other-service,Not-in-family,White,Female,5,5,1,United-States,less
1,Private,1,HS-grad,2,Never-married,Farming-fishing,Not-in-family,White,Male,5,5,1,United-States,less
9,Local-gov,16,HS-grad,3,Widowed,Adm-clerical,Not-in-family,White,Female,8,8,6,United-States,less
9,Private,13,HS-grad,3,Widowed,Machine-op-inspct,Unmarried,White,Female,8,7,2,United-States,less
5,Private,10,Assoc-voc,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,6,6,5,United-States,less
4,Private,12,HS-grad,2,Never-married,Farming-fishing,Not-in-family,White,Male,5,5,5,United-States,less
5,Private,5,HS-grad,2,Divorced,Adm-clerical,Unmarried,White,Female,6,6,5,United-States,less
2,Private,16,Assoc-voc,5,Never-married,Other-service,Not-in-family,White,Female,3,3,4,United-States,less
1,Private,19,HS-grad,2,Never-married,Handlers-cleaners,Own-child,White,Male,5,5,5,United-States,less
8,Self-emp-inc,12,Masters,6,Never-married,Prof-specialty,Not-in-family,Black,Male,5,5,8,Trinadad&Tobago,less
4,Private,18,HS-grad,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,7,6,9,United-States,less
2,Private,16,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Male,1,1,9,United-States,less
7,Private,15,HS-grad,2,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,3,2,9,Mexico,less
8,Private,3,7th-8th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,3,3,4,Portugal,less
5,Self-emp-inc,3,Some-college,4,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,9,9,9,South,less
1,Private,7,HS-grad,1,Never-married,Transport-moving,Own-child,White,Male,2,2,3,United-States,less
8,Private,11,Some-college,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,7,7,6,United-States,less
7,Private,1,Bachelors,5,Never-married,Transport-moving,Not-in-family,White,Male,2,1,2,United-States,less
8,Private,6,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,6,5,United-States,less
1,Private,19,Some-college,3,Never-married,Other-service,Own-child,White,Female,1,1,1,United-States,less
1,Private,4,Some-college,4,Never-married,Other-service,Own-child,White,Male,2,2,1,United-States,less
6,Private,16,HS-grad,2,Separated,Transport-moving,Unmarried,White,Male,2,2,3,Mexico,less
5,Private,14,Some-college,4,Widowed,Machine-op-inspct,Unmarried,Black,Female,6,6,8,United-States,less
3,Private,18,Some-college,4,Never-married,Machine-op-inspct,Own-child,White,Female,6,5,5,United-States,less
6,Private,10,HS-grad,2,Divorced,Exec-managerial,Unmarried,White,Female,5,5,8,United-States,less
9,Private,17,HS-grad,2,Married-civ-spouse,Adm-clerical,Wife,White,Female,10,2,3,United-States,less
1,Private,11,Some-college,3,Never-married,Sales,Not-in-family,White,Female,2,2,3,United-States,less
9,Self-emp-not-inc,15,Bachelors,6,Divorced,Other-service,Not-in-family,White,Female,7,7,2,United-States,less
6,Local-gov,19,Some-college,4,Divorced,Protective-serv,Unmarried,White,Female,6,6,5,United-States,less
9,Self-emp-inc,7,Some-college,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,8,7,9,United-States,less
4,Private,14,12th,1,Divorced,Machine-op-inspct,Own-child,White,Female,7,7,6,United-States,less
4,Private,18,Some-college,3,Never-married,Adm-clerical,Unmarried,White,Female,1,1,3,United-States,less
5,Private,3,HS-grad,3,Divorced,Adm-clerical,Unmarried,White,Female,7,7,6,United-States,less
2,Private,14,HS-grad,3,Never-married,Other-service,Not-in-family,White,Female,8,8,1,United-States,less
2,Private,5,9th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,4,3,2,United-States,less
1,Local-gov,11,11th,1,Never-married,Other-service,Own-child,White,Female,1,1,1,United-States,less
2,Self-emp-not-inc,17,Assoc-acdm,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,7,7,9,United-States,less
3,Private,15,Some-college,4,Never-married,Craft-repair,Not-in-family,White,Male,5,5,7,United-States,less
4,Private,19,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,Black,Male,1,1,3,Jamaica,less
2,Private,19,HS-grad,3,Never-married,Transport-moving,Not-in-family,White,Male,7,7,6,United-States,less
3,Private,6,Some-college,4,Never-married,Sales,Not-in-family,White,Male,9,8,8,United-States,less
3,Private,10,HS-grad,2,Never-married,Adm-clerical,Own-child,White,Female,3,3,4,United-States,less
6,Private,10,HS-grad,2,Married-civ-spouse,Craft-repair,Husband,White,Male,4,4,4,United-States,less
5,Private,15,Masters,6,Never-married,Sales,Not-in-family,White,Male,4,4,8,United-States,less
4,Private,6,HS-grad,3,Never-married,Craft-repair,Own-child,White,Male,7,7,7,United-States,less
4,Private,8,Some-college,4,Married-civ-spouse,Tech-support,Husband,White,Male,3,2,7,United-States,less
7,Private,20,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,1,1,2,United-States,less
1,Private,19,10th,1,Never-married,Other-service,Own-child,White,Male,3,3,4,United-States,less
1,Private,7,HS-grad,3,Never-married,Machine-op-inspct,Own-child,White,Male,7,7,2,United-States,less
2,State-gov,11,Bachelors,6,Never-married,Adm-clerical,Not-in-family,White,Male,7,6,1,United-States,less
9,Private,12,1st-4th,1,Widowed,Priv-house-serv,Not-in-family,Black,Female,1,1,2,United-States,less
1,Private,19,HS-grad,2,Never-married,Other-service,Other-relative,Other,Male,4,3,4,Mexico,less
2,Private,8,Bachelors,6,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,8,7,6,United-States,less
6,Self-emp-not-inc,8,Some-college,3,Divorced,Other-service,Unmarried,White,Male,1,1,7,United-States,less
1,Private,13,Assoc-voc,5,Married-civ-spouse,Craft-repair,Other-relative,White,Male,7,6,8,United-States,less
4,Private,17,Bachelors,5,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,9,Mexico,less
2,Private,11,Some-college,4,Never-married,Adm-clerical,Other-relative,White,Female,7,7,6,United-States,less
1,Private,4,Some-college,5,Never-married,Prof-specialty,Own-child,White,Female,10,9,1,United-States,less
1,Private,8,10th,1,Never-married,Other-service,Other-relative,Black,Male,6,6,1,United-States,less
7,Self-emp-not-inc,13,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,3,United-States,less
6,Private,18,Bachelors,6,Divorced,Adm-clerical,Unmarried,White,Female,7,6,2,United-States,less
1,Private,6,Some-college,4,Never-married,Other-service,Own-child,White,Female,6,5,5,United-States,less
7,Private,5,9th,1,Separated,Machine-op-inspct,Not-in-family,White,Female,5,5,5,Ireland,less
2,Private,6,HS-grad,2,Married-civ-spouse,Other-service,Husband,White,Male,6,5,8,United-States,less
2,Private,11,Bachelors,6,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,10,7,6,Vietnam,less
1,Local-gov,20,Some-college,3,Never-married,Adm-clerical,Own-child,White,Male,1,1,3,Guatemala,less
4,Private,19,Assoc-voc,5,Never-married,Craft-repair,Not-in-family,White,Male,4,3,4,United-States,less
3,Private,9,HS-grad,3,Married-civ-spouse,Craft-repair,Husband,White,Male,9,9,7,United-States,less
6,Self-emp-inc,10,Some-college,4,Married-civ-spouse,Sales,Husband,White,Male,5,5,9,United-States,less
1,Private,3,9th,1,Never-married,Other-service,Own-child,White,Female,7,7,5,United-States,less
1,Private,2,Some-college,4,Never-married,Exec-managerial,Own-child,White,Female,6,5,5,United-States,less
9,Self-emp-inc,9,Bachelors,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,8,8,2,United-States,less
2,Self-emp-inc,3,Bachelors,5,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,1,1,3,United-States,less
6,State-gov,13,HS-grad,3,Never-married,Other-service,Own-child,White,Female,9,9,7,United-States,less
4,Private,20,HS-grad,3,Married-civ-spouse,Other-service,Husband,White,Male,9,9,8,United-States,less
8,Private,2,HS-grad,3,Never-married,Exec-managerial,Not-in-family,White,Male,8,8,6,United-States,less
1,State-gov,2,Bachelors,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,8,1,England,less
3,Local-gov,10,Assoc-voc,5,Never-married,Protective-serv,Not-in-family,White,Male,2,2,3,United-States,less
9,Private,16,HS-grad,2,Widowed,Other-service,Not-in-family,White,Female,3,3,1,United-States,less
2,Private,5,Bachelors,5,Never-married,Sales,Own-child,White,Male,4,3,4,United-States,less
7,Private,16,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,3,7,United-States,less
2,Private,5,Some-college,4,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,7,6,5,Philippines,less
3,Private,1,Bachelors,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3,3,8,United-States,less
5,Private,12,9th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,1,1,8,United-States,less
5,Self-emp-not-inc,1,Assoc-voc,5,Never-married,Farming-fishing,Own-child,White,Male,4,4,9,United-States,less
2,Private,5,Assoc-voc,5,Never-married,Adm-clerical,Not-in-family,White,Female,8,7,6,United-States,less
3,Private,17,Some-college,4,Never-married,Sales,Own-child,White,Female,7,7,6,United-States,less
1,Private,14,Some-college,4,Never-married,Exec-managerial,Own-child,White,Female,6,5,2,United-States,less
3,State-gov,16,Some-college,4,Never-married,Prof-specialty,Not-in-family,White,Male,5,5,2,United-States,less
8,Private,9,HS-grad,3,Divorced,Sales,Not-in-family,White,Female,7,7,6,United-States,less
4,Private,3,HS-grad,2,Never-married,Transport-moving,Not-in-family,White,Male,6,6,5,United-States,less
9,Private,19,HS-grad,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,7,8,United-States,less
6,Private,9,Bachelors,6,Never-married,Adm-clerical,Not-in-family,White,Male,9,9,9,United-States,less
2,Self-emp-not-inc,14,Some-college,4,Never-married,Other-service,Not-in-family,Black,Male,4,4,4,United-States,less
7,Private,2,7th-8th,1,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,2,2,2,United-States,less
8,Private,13,Some-college,4,Widowed,Craft-repair,Unmarried,White,Female,5,5,2,United-States,less
1,Private,6,Some-college,3,Never-married,Adm-clerical,Own-child,White,Female,2,2,1,United-States,less
9,Self-emp-not-inc,9,HS-grad,2,Widowed,Adm-clerical,Unmarried,White,Female,6,5,1,United-States,less
4,Private,15,Bachelors,5,Married-civ-spouse,Adm-clerical,Wife,Black,Female,2,2,3,United-States,less
9,Private,1,HS-grad,3,Married-civ-spouse,Sales,Husband,White,Male,10,6,9,United-States,less
7,Private,13,Bachelors,5,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,3,3,4,Cuba,less
7,Private,12,Some-college,4,Married-civ-spouse,Transport-moving,Husband,White,Male,6,5,8,United-States,less
9,Self-emp-not-inc,8,Bachelors,6,Married-civ-spouse,Sales,Husband,White,Male,9,9,1,United-States,less
8,Federal-gov,1,HS-grad,3,Married-civ-spouse,Tech-support,Husband,White,Male,9,8,6,United-States,less
7,Private,19,Some-college,3,Separated,Adm-clerical,Unmarried,White,Female,1,1,1,United-States,less
1,Private,7,11th,1,Never-married,Handlers-cleaners,Own-child,White,Male,6,6,5,United-States,less
9,Private,10,Some-college,4,Never-married,Farming-fishing,Not-in-family,White,Male,4,4,4,United-States,less
4,Self-emp-not-inc,12,Bachelors,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,5,7,United-States,less
1,Private,18,Some-college,3,Never-married,Prof-specialty,Own-child,White,Male,1,1,1,United-States,less
2,Private,6,Bachelors,5,Never-married,Prof-specialty,Own-child,White,Male,1,1,9,United-States,less
8,Private,12,Bachelors,5,Married-civ-spouse,Exec-managerial,Husband,Black,Male,1,1,3,United-States,less
1,Private,12,HS-grad,3,Married-civ-spouse,Other-service,Other-relative,White,Female,7,6,5,United-States,less
4,Private,6,Bachelors,6,Married-civ-spouse,Other-service,Husband,White,Male,8,7,6,United-States,less
2,Private,6,Bachelors,6,Never-married,Prof-specialty,Not-in-family,White,Male,9,9,6,United-States,less
1,Private,14,10th,1,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,1,1,3,United-States,less
6,Private,2,Assoc-voc,5,Never-married,Adm-clerical,Not-in-family,White,Female,6,6,5,United-States,less
9,Private,18,Some-college,3,Married-civ-spouse,Protective-serv,Husband,White,Male,2,2,3,Canada,less
2,Private,6,Bachelors,5,Never-married,Exec-managerial,Own-child,White,Male,2,2,8,United-States,less
9,Self-emp-not-inc,13,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,1,7,United-States,less
1,Private,5,10th,1,Never-married,Other-service,Own-child,White,Female,3,3,1,United-States,less
6,Private,3,Some-college,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,4,4,United-States,less
8,Self-emp-not-inc,12,HS-grad,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,2,9,United-States,less
8,State-gov,5,Doctorate,6,Divorced,Exec-managerial,Not-in-family,White,Female,9,8,6,United-States,less
8,Self-emp-not-inc,16,HS-grad,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,8,9,Cuba,less
5,Private,7,11th,1,Never-married,Other-service,Unmarried,Black,Female,9,8,6,United-States,less
1,Private,15,HS-grad,2,Never-married,Other-service,Own-child,Black,Female,3,3,4,United-States,less
1,Private,19,Some-college,4,Never-married,Machine-op-inspct,Own-child,White,Male,8,8,2,United-States,less
9,Private,4,Assoc-voc,5,Married-civ-spouse,Adm-clerical,Husband,White,Male,4,4,4,United-States,less
8,Private,14,Some-college,4,Divorced,Tech-support,Not-in-family,White,Male,4,3,4,United-States,less
3,Private,19,Masters,6,Never-married,Prof-specialty,Not-in-family,White,Female,3,3,8,United-States,less
3,Federal-gov,15,Some-college,5,Never-married,Exec-managerial,Not-in-family,Black,Male,10,9,7,United-States,less
7,State-gov,5,Assoc-acdm,5,Divorced,Adm-clerical,Unmarried,Black,Female,8,8,6,United-States,less
1,Private,1,HS-grad,1,Never-married,Other-service,Not-in-family,White,Female,2,2,8,United-States,less
3,Private,16,7th-8th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,6,5,8,United-States,less
7,Private,13,Bachelors,6,Never-married,Prof-specialty,Not-in-family,White,Female,6,5,7,United-States,less
2,Private,9,Some-college,4,Never-married,Adm-clerical,Not-in-family,White,Female,3,3,4,United-States,less
7,Private,12,HS-grad,2,Divorced,Adm-clerical,Not-in-family,White,Female,2,2,3,United-States,less
2,Private,9,Some-college,4,Divorced,Craft-repair,Not-in-family,White,Male,9,8,6,United-States,less
2,Private,5,Bachelors,6,Never-married,Prof-specialty,Own-child,White,Male,5,5,5,United-States,less
3,Private,3,HS-grad,3,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Male,6,6,1,Philippines,less
3,Local-gov,18,HS-grad,2,Divorced,Protective-serv,Own-child,White,Female,5,5,2,United-States,less
3,State-gov,10,Assoc-acdm,5,Never-married,Adm-clerical,Own-child,White,Female,8,8,6,Mexico,less
3,Private,11,HS-grad,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4,4,7,United-States,less
2,Private,20,HS-grad,1,Divorced,Adm-clerical,Not-in-family,White,Male,1,1,3,United-States,less
9,Private,16,HS-grad,3,Married-civ-spouse,Transport-moving,Husband,White,Male,10,7,6,United-States,less
7,Private,9,HS-grad,2,Divorced,Machine-op-inspct,Unmarried,White,Female,4,4,4,United-States,less
6,Private,11,Some-college,4,Married-civ-spouse,Sales,Husband,White,Male,3,3,9,Puerto-Rico,less
9,Local-gov,2,HS-grad,2,Married-civ-spouse,Craft-repair,Husband,White,Male,10,2,1,United-States,less
3,Private,12,Bachelors,6,Never-married,Sales,Own-child,White,Female,9,9,7,United-States,less
3,Private,3,HS-grad,2,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,10,3,4,United-States,less
